Id_vente;Date_transaction;Valeur;Id_bien
14956;18/05/2020 00:00;177300;69266AV187106
14958;18/05/2020 00:00;449780;69266BL2755
14960;18/05/2020 00:00;269000;69277AI13034
14963;18/05/2020 00:00;213900;69288BK631
14972;18/05/2020 00:00;143400;69266CC8829
14983;18/05/2020 00:00;118500;69199AC15495
14993;18/05/2020 00:00;199100;69275AT1826
15015;18/05/2020 00:00;225000;69277AL2921
15135;18/05/2020 00:00;596600;69202AM20114
15136;18/05/2020 00:00;137300;69204BE170103
15137;18/05/2020 00:00;193850;69149AL7620
15302;18/05/2020 00:00;103000;69244AS6262
15303;18/05/2020 00:00;133600;69171U5872
15306;18/05/2020 00:00;324950;69194AM38429
15307;18/05/2020 00:00;545810;69244AI3362
15322;18/05/2020 00:00;276990;6969AA9614
15419;18/05/2020 00:00;218700;69243AV974
15425;18/05/2020 00:00;133100;69264AC348
15524;18/05/2020 00:00;83000;71543AT43913
15667;18/05/2020 00:00;45500;72181CD7648
15809;18/05/2020 00:00;67900;73307C27079
15810;18/05/2020 00:00;259000;7329C187525
15937;18/05/2020 00:00;338600;7410EI183257
16106;18/05/2020 00:00;86300;74278AP18133
16128;18/05/2020 00:00;60520;7499A304318
16148;18/05/2020 00:00;151000;7481A5109171
16231;18/05/2020 00:00;122000;76540LN10249
16232;18/05/2020 00:00;68000;76575AD30520
16244;18/05/2020 00:00;127000;76540BK37211
16268;18/05/2020 00:00;132400;76498AH329105
16275;18/05/2020 00:00;90600;76540LO1847
16446;18/05/2020 00:00;107000;76351JH116153
16456;18/05/2020 00:00;216000;76351OM5782
16463;18/05/2020 00:00;200000;76351KR453
16547;18/05/2020 00:00;73000;76341AD58257
16549;18/05/2020 00:00;281690;76341AI1462
16874;18/05/2020 00:00;330000;77186AB15013
16877;18/05/2020 00:00;291000;77373AM33130
16882;18/05/2020 00:00;368300;77326C58620
16895;18/05/2020 00:00;175000;77251ZK755183
16897;18/05/2020 00:00;305000;77326BD419
16898;18/05/2020 00:00;44500;77288AT1701
16906;18/05/2020 00:00;228000;77251A1394134
16911;18/05/2020 00:00;197000;77350BD1524
16921;18/05/2020 00:00;103500;77378AB19412
17574;18/05/2020 00:00;283000;7755B62121
17585;18/05/2020 00:00;139000;77108CD823
17605;18/05/2020 00:00;164000;77284AX34743
17610;18/05/2020 00:00;257000;77284BK28862
17642;18/05/2020 00:00;230000;77337AB43616
17649;18/05/2020 00:00;231000;77139BB33241
17671;18/05/2020 00:00;162100;77153AD2335
18144;18/05/2020 00:00;339067;78646AH13911
18192;18/05/2020 00:00;245000;78646AE3482
18536;18/05/2020 00:00;700000;78455AM147
18541;18/05/2020 00:00;157000;78586AK15411
18542;18/05/2020 00:00;147560;78350AV11279
18543;18/05/2020 00:00;179000;78490AH8723
18544;18/05/2020 00:00;137857;78490AW44248
18550;18/05/2020 00:00;266350;78311AO9164
18557;18/05/2020 00:00;749028;78224AI466
18558;18/05/2020 00:00;290000;78126AK166542
18561;18/05/2020 00:00;238000;78126AE278660
18580;18/05/2020 00:00;540750;78233AC73
18593;18/05/2020 00:00;320000;78358AW1059
18599;18/05/2020 00:00;297759;78586BP37810
18624;18/05/2020 00:00;133600;78490AY449
18956;18/05/2020 00:00;261000;78551AH1873
18976;18/05/2020 00:00;98500;78401AI20611
19052;18/05/2020 00:00;104000;78401AC40818
19357;18/05/2020 00:00;174000;78208BK25229
19359;18/05/2020 00:00;267000;78208AI20723
19375;18/05/2020 00:00;346500;78517AP58023
19377;18/05/2020 00:00;137000;78383AN185303
19597;18/05/2020 00:00;95950;80182AY29745
19602;18/05/2020 00:00;63500;80826G2105
19797;18/05/2020 00:00;36000;8350AB99514
19802;18/05/2020 00:00;92100;8336BT37317
19865;18/05/2020 00:00;169000;83106AX14011
20117;18/05/2020 00:00;272000;83129AL111854
20121;18/05/2020 00:00;147500;8362AE26128
20123;18/05/2020 00:00;86000;83137CL209110
20137;18/05/2020 00:00;220000;8362AS22227
20208;18/05/2020 00:00;133000;83144BA48041
20644;18/05/2020 00:00;131570;83123AL1166102
20678;18/05/2020 00:00;141000;8369AL1804
20685;18/05/2020 00:00;84000;8369DD28127
20898;18/05/2020 00:00;141950;847IR50326
20899;18/05/2020 00:00;128500;8431BV2141
20902;18/05/2020 00:00;86500;847IL72323
20903;18/05/2020 00:00;133570;84129DN2823
21022;18/05/2020 00:00;42000;843BE1849
21023;18/05/2020 00:00;94000;8454CP1646
21149;18/05/2020 00:00;94000;85151AH6743
21683;18/05/2020 00:00;57000;88383AB1775
21723;18/05/2020 00:00;165700;8924BH32812
21746;18/05/2020 00:00;118000;89387AK79322
22018;18/05/2020 00:00;238300;9197AO774
22022;18/05/2020 00:00;243000;91577AA3941
22027;18/05/2020 00:00;204000;91386BC1012
22396;18/05/2020 00:00;134900;91434AO82255
22410;18/05/2020 00:00;164000;91161AI1481028
22412;18/05/2020 00:00;177650;91549AN223
22416;18/05/2020 00:00;147000;91687AX181
22422;18/05/2020 00:00;242000;91345AE7851007
22458;18/05/2020 00:00;293000;91326AE51823
22633;18/05/2020 00:00;92000;91339AA2056
23020;18/05/2020 00:00;333000;91458AM30983
23030;18/05/2020 00:00;174000;91692BN15057
23035;18/05/2020 00:00;159000;91661AC54722
23437;18/05/2020 00:00;446010;9273AR410106
23442;18/05/2020 00:00;263700;9250G14027
23446;18/05/2020 00:00;280000;9226AT5317
23489;18/05/2020 00:00;370500;9273Z1533
23510;18/05/2020 00:00;478600;9226BI751
24017;18/05/2020 00:00;1795200;9251AS2813
24037;18/05/2020 00:00;185500;9224P614
24046;18/05/2020 00:00;445000;9244Y4454
24076;18/05/2020 00:00;131868;9224K534
24089;18/05/2020 00:00;698750;9244K18715
24090;18/05/2020 00:00;278600;9224I7116
24120;18/05/2020 00:00;1025000;9251I4021
24736;18/05/2020 00:00;328290;9220AC73142
24769;18/05/2020 00:00;255000;9219AB30114
24777;18/05/2020 00:00;247750;927E15939
24808;18/05/2020 00:00;589000;9271M57312
25233;18/05/2020 00:00;196000;9366CQ109104
25386;18/05/2020 00:00;158000;9331B132237
25500;18/05/2020 00:00;129000;935DN73610
25890;18/05/2020 00:00;339900;9348BO5318
25910;18/05/2020 00:00;511500;9348BK369104
25913;18/05/2020 00:00;198000;9348N221292
26287;18/05/2020 00:00;202000;9446P12115
26294;18/05/2020 00:00;587700;9446D5666
26316;18/05/2020 00:00;339300;9418L4719
26318;18/05/2020 00:00;193000;9468EM677
26327;18/05/2020 00:00;535000;9468CN13926
26330;18/05/2020 00:00;267500;9469A314
26331;18/05/2020 00:00;218000;9428AP51321
26350;18/05/2020 00:00;265000;9418D419
26354;18/05/2020 00:00;791000;9418K24421
26769;18/05/2020 00:00;265000;9434K19466
26772;18/05/2020 00:00;186000;9434V1091039
26807;18/05/2020 00:00;415010;9441AU30530
26809;18/05/2020 00:00;200000;9422I2923
26820;18/05/2020 00:00;410946;943V369
26831;18/05/2020 00:00;277000;9481J151192
26862;18/05/2020 00:00;227000;9473M34120
27231;18/05/2020 00:00;172000;9419AV368414
27245;18/05/2020 00:00;255000;9419AT7819
27249;18/05/2020 00:00;192638,48;9474A66279
27261;18/05/2020 00:00;210350;9444AP42814
27269;18/05/2020 00:00;142000;9478AC113173
27652;18/05/2020 00:00;557240;9467I111244
27656;18/05/2020 00:00;288000;9433L258108
27661;18/05/2020 00:00;229000;9417I1012
27665;18/05/2020 00:00;329000;9433Y1481
27716;18/05/2020 00:00;604600;9,47E+300
27728;18/05/2020 00:00;429850;9467A910
28109;18/05/2020 00:00;174000;95392AL52588
28124;18/05/2020 00:00;175640;95127AV75156
28125;18/05/2020 00:00;122000;95572AY138206
28149;18/05/2020 00:00;151000;95142AC11011
28472;18/05/2020 00:00;206000;95539AM5184058
28704;18/05/2020 00:00;78000;95428AT165
28710;18/05/2020 00:00;139000;95369AD21
28731;18/05/2020 00:00;547350;95210AC400139
28732;18/05/2020 00:00;306000;95197AC1018106
28734;18/05/2020 00:00;163700;95252AN865103
28760;18/05/2020 00:00;180500;95428AB803
28762;18/05/2020 00:00;199000;95210AB55031
29027;18/05/2020 00:00;174800;9518BM73425
29055;18/05/2020 00:00;133500;95582AN101427
29175;18/05/2020 00:00;59500;97229M2324
29307;18/05/2020 00:00;180515;97415HK9213
29533;18/05/2020 00:00;1590000;75108BI8316
29544;18/05/2020 00:00;385000;75103AL9111
29547;18/05/2020 00:00;2550000;75101AX4014
29549;18/05/2020 00:00;385550;75101AR947
29559;18/05/2020 00:00;890000;75103AB4241
29573;18/05/2020 00:00;1260000;75103AV497
30009;18/05/2020 00:00;2098764;75106AW548
30028;18/05/2020 00:00;523500;75105BP79413
30035;18/05/2020 00:00;220000;75107AI213
30047;18/05/2020 00:00;310000;75106AT2036
30358;18/05/2020 00:00;361850;75110BY2124
30360;18/05/2020 00:00;1005000;75109AA184
30378;18/05/2020 00:00;660000;75110AZ7731
30383;18/05/2020 00:00;494000;75109AY49131
30422;18/05/2020 00:00;585000;75110BE3544
30434;18/05/2020 00:00;159870;75110AP3461
30449;18/05/2020 00:00;379000;75110AH17110
30901;18/05/2020 00:00;199500;75111CV6527
30902;18/05/2020 00:00;475000;75111CT5105
30906;18/05/2020 00:00;318000;75111BT1834
30916;18/05/2020 00:00;227000;75111BL682
30918;18/05/2020 00:00;632000;75111AY510
30925;18/05/2020 00:00;918900;75111AH9912
30933;18/05/2020 00:00;515000;75111BD674
30970;18/05/2020 00:00;383337;75111AZ67115
30987;18/05/2020 00:00;147000;75111CV79175
30988;18/05/2020 00:00;771600;75112ET111046
30989;18/05/2020 00:00;379020;75111AO5211
30991;18/05/2020 00:00;470000;75112CI13186
31025;18/05/2020 00:00;940500;75111AI1711
31338;18/05/2020 00:00;282000;75113DW188231
31512;18/05/2020 00:00;525000;75114AB102
31528;18/05/2020 00:00;87000;75114CS1314
31536;18/05/2020 00:00;640000;75114BW2010
31538;18/05/2020 00:00;476000;75114AN8644
31561;18/05/2020 00:00;489400;75114AD351
31841;18/05/2020 00:00;570000;75115EM4613
31909;18/05/2020 00:00;700000;75115BQ918
31927;18/05/2020 00:00;1530000;75115CR120179
32169;18/05/2020 00:00;382500;75116AI1020
32208;18/05/2020 00:00;460000;75116FI25211
32219;18/05/2020 00:00;503000;75116AY191
32246;18/05/2020 00:00;323000;75116DW1331833
32263;18/05/2020 00:00;849000;75116CA2716
32329;18/05/2020 00:00;1200000;75116BY1627
32615;18/05/2020 00:00;1189120;75117CM13201
32637;18/05/2020 00:00;743200;75117BL2984
32642;18/05/2020 00:00;130625;75117DI3720
32713;18/05/2020 00:00;591550;75117CL4610
33068;18/05/2020 00:00;800000;75118AR704
33071;18/05/2020 00:00;548600;75118AJ437
33080;18/05/2020 00:00;680000;75118BU1801262
33181;18/05/2020 00:00;376000;75118BR5342
33182;18/05/2020 00:00;278000;75118BE415
33187;18/05/2020 00:00;425000;75118BL221
33237;18/05/2020 00:00;246000;75118BU1015
33618;18/05/2020 00:00;259587;75119ES4314
33637;18/05/2020 00:00;245000;75120EB8218
33645;18/05/2020 00:00;307000;75120DT2928
33652;18/05/2020 00:00;216000;75120BW7829
33676;18/05/2020 00:00;365000;75120DN2724
33689;18/05/2020 00:00;425000;75120CD4934
33693;18/05/2020 00:00;795000;75120CD736
33702;18/05/2020 00:00;548000;75120DR6312
33705;18/05/2020 00:00;189000;75119AV4531
33710;18/05/2020 00:00;455000;75119EE33106
33719;18/05/2020 00:00;223000;75120CZ203
33743;18/05/2020 00:00;241064;75120AS5212
34072;18/05/2020 00:00;295000;75104AV1517
257;25/05/2020 00:00;56500;2722CT10514
289;25/05/2020 00:00;153500;3310AE22114
692;25/05/2020 00:00;261250;688IW1739
707;25/05/2020 00:00;370545;688KY3310
712;25/05/2020 00:00;809000;688HB812
715;25/05/2020 00:00;212700;688KO19021
858;25/05/2020 00:00;309000;688NP29103
861;25/05/2020 00:00;660000;688AW12710
899;25/05/2020 00:00;575000;688NH4537
913;25/05/2020 00:00;163000;688BZ22100
1081;25/05/2020 00:00;167000;683BI596218
1082;25/05/2020 00:00;811500;612AC545180
1136;25/05/2020 00:00;381300;6136A32516
1137;25/05/2020 00:00;79000;6136K3417
1278;25/05/2020 00:00;108500;677L4126
1587;25/05/2020 00:00;129000;64BS14734
1608;25/05/2020 00:00;79000;6155BW542
1610;25/05/2020 00:00;360000;64BC117108
1628;25/05/2020 00:00;330000;6155BT35710
1869;25/05/2020 00:00;261400;627BV153124
1929;25/05/2020 00:00;74000;7186AS20138
2017;25/05/2020 00:00;62500;8190AP1771
2051;25/05/2020 00:00;36000;8409YC413
2063;25/05/2020 00:00;44915;9160C9081
2177;25/05/2020 00:00;46000;10387CH51376
2466;25/05/2020 00:00;385360;11170AX12113
2481;25/05/2020 00:00;58000;11262AC83113
3502;25/05/2020 00:00;139000;13213879D233151
3527;25/05/2020 00:00;226500;1327AH6061
3737;25/05/2020 00:00;88000;14333AI3853
3934;25/05/2020 00:00;222300;17300HO7424
3948;25/05/2020 00:00;191300;17300AR4241
4251;25/05/2020 00:00;77000;2250AM763
4253;25/05/2020 00:00;118000;2250AL49352
4261;25/05/2020 00:00;217000;2250123AE1411
4265;25/05/2020 00:00;71500;2220AC5524
4311;25/05/2020 00:00;45529;2396AO2118
4430;25/05/2020 00:00;101000;2556AB8574
4435;25/05/2020 00:00;74000;2556CN103131
4591;25/05/2020 00:00;119000;26281BK32326
4640;25/05/2020 00:00;174800;26347I219105
4641;25/05/2020 00:00;44900;26362AC73196
4839;25/05/2020 00:00;64500;2885BN30316
4842;25/05/2020 00:00;225021;2885AY621
5252;25/05/2020 00:00;403950;2A249A2476148
5257;25/05/2020 00:00;189500;2A271C190318
5263;25/05/2020 00:00;172000;2A276C71715
5571;25/05/2020 00:00;144000;30133CD11666
5852;25/05/2020 00:00;570000;31555815AC1414
5864;25/05/2020 00:00;266050;31555815AB29235
5881;25/05/2020 00:00;598250;31555816AB24715
6011;25/05/2020 00:00;155150;31506BH11638
6185;25/05/2020 00:00;152030;33449DT5009
6192;25/05/2020 00:00;615000;3363RE1464
6193;25/05/2020 00:00;1176150;3363PS492
6198;25/05/2020 00:00;350950;3363RE1491
6199;25/05/2020 00:00;378000;33449IM6183
6203;25/05/2020 00:00;344400;3363NB11614
6625;25/05/2020 00:00;152500;33318HA144189
6637;25/05/2020 00:00;585000;3363HC347
6667;25/05/2020 00:00;242010;3363CT3952
6687;25/05/2020 00:00;117000;3363CY219138
6692;25/05/2020 00:00;139000;33318DI167481
7002;25/05/2020 00:00;169000;3396AK24526
7021;25/05/2020 00:00;224000;33167AX8323
7034;25/05/2020 00:00;265000;339AE5211
7046;25/05/2020 00:00;88000;33555AE1113
7066;25/05/2020 00:00;463000;335CE1092
7211;25/05/2020 00:00;81000;33435AB7149
7248;25/05/2020 00:00;92000;33424AC7807
7255;25/05/2020 00:00;63000;33514AR104
7566;25/05/2020 00:00;88000;3423AD99132
7606;25/05/2020 00:00;207155;34120AV26421
7755;25/05/2020 00:00;94440;343MW2468
7764;25/05/2020 00:00;72000;34324BK1315
7775;25/05/2020 00:00;91340;343OE8910
7776;25/05/2020 00:00;76600;343KL276
7786;25/05/2020 00:00;64940;343OE24273
7973;25/05/2020 00:00;123150;3566AR57633
8007;25/05/2020 00:00;275000;35238BR663362
8014;25/05/2020 00:00;129700;35238BP62612
8182;25/05/2020 00:00;210000;3593D875
8193;25/05/2020 00:00;149400;35288AV20635
8224;25/05/2020 00:00;51750;3595AL73927
8362;25/05/2020 00:00;139500;37261CH7315
8369;25/05/2020 00:00;57650;37261ER2129
8381;25/05/2020 00:00;154500;37261AV57918
8616;25/05/2020 00:00;167250;38185HY5311
8625;25/05/2020 00:00;245800;38185BN4617
8668;25/05/2020 00:00;182500;38185HV1421
8809;25/05/2020 00:00;56000;38382BH21157
8816;25/05/2020 00:00;83000;38567BB2344
8823;25/05/2020 00:00;143000;38185DH246
8824;25/05/2020 00:00;36300;38567BB6172
8850;25/05/2020 00:00;425000;38382BI2272
8854;25/05/2020 00:00;247820;38175AD27780
8866;25/05/2020 00:00;66500;38567BA5014
8967;25/05/2020 00:00;65700;38474BC10111
8978;25/05/2020 00:00;247550;38474AS394
9052;25/05/2020 00:00;77000;38337AO14554
9103;25/05/2020 00:00;85600;39300AI4607
9377;25/05/2020 00:00;168500;40328AD34133
9387;25/05/2020 00:00;68500;40279BI190644
9390;25/05/2020 00:00;132514;4088AY23914
9409;25/05/2020 00:00;85500;40184AB29118
9519;25/05/2020 00:00;84000;4118DL75125
9613;25/05/2020 00:00;69000;42218LM2375
9621;25/05/2020 00:00;91500;42218EY22126
9630;25/05/2020 00:00;80750;42218MN522
9919;25/05/2020 00:00;36500;437AB2465
9927;25/05/2020 00:00;20500;43157AV29190
10149;25/05/2020 00:00;178471,27;44190CM23787
10172;25/05/2020 00:00;230000;44162DT42527
10177;25/05/2020 00:00;240000;44190CE23831
10179;25/05/2020 00:00;205888;44109AY165158
10197;25/05/2020 00:00;227500;44109NO38515
10423;25/05/2020 00:00;285000;4443AN723
10602;25/05/2020 00:00;99900;44184BK450205
10740;25/05/2020 00:00;287900;4455AB174835
10744;25/05/2020 00:00;40000;4449AI48255
10925;25/05/2020 00:00;58000;45232AP94614
10949;25/05/2020 00:00;131060;45147AV65760
10977;25/05/2020 00:00;28000;45234AY675
10994;25/05/2020 00:00;67700;45234AC274209
11037;25/05/2020 00:00;117000;45173AK1432
11114;25/05/2020 00:00;192000;471AR5523
11117;25/05/2020 00:00;47000;471AP8734
11277;25/05/2020 00:00;82700;497BT165
11478;25/05/2020 00:00;77000;5025AP273
11589;25/05/2020 00:00;127000;51108AZ41010
12015;25/05/2020 00:00;207900;54482AB11646
12021;25/05/2020 00:00;111300;54395AD1842
12028;25/05/2020 00:00;58500;54257AR962324
12030;25/05/2020 00:00;122000;54395AN3393
12223;25/05/2020 00:00;113500;54528AP1474
12232;25/05/2020 00:00;71000;55545AB10018
12327;25/05/2020 00:00;145000;56121CZ306115
12333;25/05/2020 00:00;86000;56121BR13728
12334;25/05/2020 00:00;76000;56121BO9620
12335;25/05/2020 00:00;117000;5678BX32097
12441;25/05/2020 00:00;209000;5654I11072
12516;25/05/2020 00:00;58000;58117AD2742
12650;25/05/2020 00:00;367243,2;59350ER451114
12662;25/05/2020 00:00;100090;59350PS77
12673;25/05/2020 00:00;116000;59527AS67211
12676;25/05/2020 00:00;95100;59350RX7743
12677;25/05/2020 00:00;171990;59368AX8123
12701;25/05/2020 00:00;153000;59368AC2934
12718;25/05/2020 00:00;138050;59350KO74110
12889;25/05/2020 00:00;222250;599LC165203
12893;25/05/2020 00:00;154000;59560AR34823
12914;25/05/2020 00:00;54000;59648AH19411
12999;25/05/2020 00:00;220000;59378BX77202
13109;25/05/2020 00:00;56500;59606AV2925
13166;25/05/2020 00:00;47000;60524AE1822
13416;25/05/2020 00:00;91000;60509C2404118
13420;25/05/2020 00:00;117000;60173AC2264
13434;25/05/2020 00:00;199000;60450AC9519
13575;25/05/2020 00:00;69500;62119BE654
13615;25/05/2020 00:00;55500;62193AB4512
13678;25/05/2020 00:00;61460;63300BZ1876
13769;25/05/2020 00:00;74670;64445CO22136
13770;25/05/2020 00:00;118250;64132AP46311
13975;25/05/2020 00:00;40000;65440AW263127
14394;25/05/2020 00:00;402500;69384BD7525
14398;25/05/2020 00:00;182500;69385BK89331
14422;25/05/2020 00:00;398000;69385CH682
14430;25/05/2020 00:00;112000;69389AS106502
14454;25/05/2020 00:00;390000;69382AR1024
14463;25/05/2020 00:00;418000;69389BD11113
14682;25/05/2020 00:00;309100;69383EL4063
14702;25/05/2020 00:00;330000;69387BI2622
14704;25/05/2020 00:00;320850;69383BD6411
14708;25/05/2020 00:00;370000;69387AL3638
14725;25/05/2020 00:00;204000;69388AT53228
14741;25/05/2020 00:00;690000;69388BV5557
14746;25/05/2020 00:00;261000;69383DR431083
14753;25/05/2020 00:00;340000;69387BM77105
14766;25/05/2020 00:00;307660;69388AB43109
14944;25/05/2020 00:00;216400;69259AL9230
14975;25/05/2020 00:00;120150;69266BN15331
15005;25/05/2020 00:00;390000;69266BE217
15138;25/05/2020 00:00;137800;6996AE341217
15155;25/05/2020 00:00;270145;69152AK2091
15156;25/05/2020 00:00;188700;6991AT16812
15310;25/05/2020 00:00;377500;6940AI1495
15311;25/05/2020 00:00;415000;69244AK3931
15314;25/05/2020 00:00;204900;69154AI39553
15427;25/05/2020 00:00;108500;6936C241
15445;25/05/2020 00:00;108040;69264AE4567
15450;25/05/2020 00:00;76250;69264AO2428
15656;25/05/2020 00:00;167500;72181CS211
15923;25/05/2020 00:00;254600;74112AA26516
15926;25/05/2020 00:00;247000;74243AK7048
16121;25/05/2020 00:00;227314;74236H381823
16125;25/05/2020 00:00;160240;7456D456374
16239;25/05/2020 00:00;136000;76322AR3213
16255;25/05/2020 00:00;82600;76429AS95109
16276;25/05/2020 00:00;139800;76540BC14714
16343;25/05/2020 00:00;45000;76216AB3261
16465;25/05/2020 00:00;67500;76351MB2573
16471;25/05/2020 00:00;118000;76351CM1015
16558;25/05/2020 00:00;44000;76259BW143121
16889;25/05/2020 00:00;62500;7714A99526
16907;25/05/2020 00:00;287950;77186AM2823
16912;25/05/2020 00:00;119000;77251A10064
16933;25/05/2020 00:00;261000;7767AI13222
16934;25/05/2020 00:00;172000;77326AC841
16937;25/05/2020 00:00;45800;77531AE2846
16943;25/05/2020 00:00;132000;77251ZK1684
16995;25/05/2020 00:00;117500;77288AV16525
17001;25/05/2020 00:00;238750;77373AT204347
17023;25/05/2020 00:00;114000;7753AP34222
17036;25/05/2020 00:00;299000;77390A141324
17589;25/05/2020 00:00;182000;7762B1144
17600;25/05/2020 00:00;218000;77243AH37641
17617;25/05/2020 00:00;177471;77284BI8211023
17651;25/05/2020 00:00;141000;77514AE1517
17742;25/05/2020 00:00;201000;77284BV35618
17760;25/05/2020 00:00;211600;77284BX3920
18160;25/05/2020 00:00;180200;7873BH8619
18171;25/05/2020 00:00;549500;78646BD1473
18184;25/05/2020 00:00;286500;78158AK5013
18220;25/05/2020 00:00;875000;78646AE231
18236;25/05/2020 00:00;256000;78545AP2412
18562;25/05/2020 00:00;337000;78586AY534112
18563;25/05/2020 00:00;171000;78586AT1440
18568;25/05/2020 00:00;229450;78372AD107111
18601;25/05/2020 00:00;159000;78490AV137309
18636;25/05/2020 00:00;108000;78311AR6821
18974;25/05/2020 00:00;242000;78551AT84529
18979;25/05/2020 00:00;700000;78551AD14410
18980;25/05/2020 00:00;174690;78551AT845187
19002;25/05/2020 00:00;185500;785BA10314
19367;25/05/2020 00:00;231978;78356AS14545
19368;25/05/2020 00:00;182305;78208BL32758
19712;25/05/2020 00:00;81900;8296E143416
19815;25/05/2020 00:00;145150;8361CT56104
19822;25/05/2020 00:00;132900;83118AR55617
20139;25/05/2020 00:00;228200;83137AX32520
20188;25/05/2020 00:00;208000;83129AH1697
20205;25/05/2020 00:00;250000;8362AT6201
20659;25/05/2020 00:00;356990;83112CI244
20677;25/05/2020 00:00;102000;83123AC6722116
20723;25/05/2020 00:00;235000;8319AN3022
20897;25/05/2020 00:00;109350;847DK248
20913;25/05/2020 00:00;123500;8443BK171110
21031;25/05/2020 00:00;92500;843AT597
21093;25/05/2020 00:00;194800;8487P1682119
21140;25/05/2020 00:00;124200;85191AH49826
21510;25/05/2020 00:00;45000;8785NR4018
21518;25/05/2020 00:00;66500;8785HR356128
21682;25/05/2020 00:00;56000;88383AE1031
22029;25/05/2020 00:00;245000;91573ZC372062
22056;25/05/2020 00:00;222000;91421AV135252
22058;25/05/2020 00:00;458000;91421AN1071
22419;25/05/2020 00:00;237700;91377AR5422
22423;25/05/2020 00:00;161440;91687AC51134
22435;25/05/2020 00:00;210628;91589AH29317
22445;25/05/2020 00:00;270000;91589BD6275
22450;25/05/2020 00:00;216500;91549AN30052
22452;25/05/2020 00:00;166000;91161AD2878
22635;25/05/2020 00:00;69000;91207AC6713
22636;25/05/2020 00:00;133000;91552AO1174
22639;25/05/2020 00:00;72000;91376AD6927
22644;25/05/2020 00:00;136000;9121AE5624
22649;25/05/2020 00:00;341700;91347AH10331
22650;25/05/2020 00:00;390000;91103AC781
22654;25/05/2020 00:00;259000;9121AE7531
22661;25/05/2020 00:00;236000;91103A45834
22663;25/05/2020 00:00;231000;91103AK665102
23026;25/05/2020 00:00;212000;91692BL324
23027;25/05/2020 00:00;157400;91692BK2337
23029;25/05/2020 00:00;168500;91661AB660147
23459;25/05/2020 00:00;285000;9226AH384197
23463;25/05/2020 00:00;352010;9273AO20714
23469;25/05/2020 00:00;310000;9273L1125
23472;25/05/2020 00:00;331900;9263AO963141
23474;25/05/2020 00:00;235000;9273H1414
23520;25/05/2020 00:00;322740;9226AU1994
23533;25/05/2020 00:00;385000;9226Z34514
23538;25/05/2020 00:00;444655;9250H31723
23827;25/05/2020 00:00;354000;9225AJ1905
24043;25/05/2020 00:00;1185000;9244S7424
24146;25/05/2020 00:00;210000;9244M794
24761;25/05/2020 00:00;385000;9240B6426
24775;25/05/2020 00:00;436000;9240Z3327
24776;25/05/2020 00:00;283700;9223BN42542
24783;25/05/2020 00:00;311200;9223AF11513
24797;25/05/2020 00:00;543400;9219AI857
24844;25/05/2020 00:00;480000;9240AI12
25254;25/05/2020 00:00;252500;9366T882
25255;25/05/2020 00:00;310000;9366J2849
25509;25/05/2020 00:00;220000;935BG1873
25514;25/05/2020 00:00;240000;935DS20207
25710;25/05/2020 00:00;330264;9351CN180128
25712;25/05/2020 00:00;207000;9351CK367
25921;25/05/2020 00:00;111000;9364AF393267
25937;25/05/2020 00:00;340000;9348BF13027
25943;25/05/2020 00:00;92000;9348AX43133
26278;25/05/2020 00:00;280000;9446AJ31083
26342;25/05/2020 00:00;186473;9446AM9034
26359;25/05/2020 00:00;390409;9418K8328
26386;25/05/2020 00:00;344550;942V137404
26391;25/05/2020 00:00;127000;9411Q194122
26793;25/05/2020 00:00;217000;9434J1264118
26800;25/05/2020 00:00;524500;9473AJ3457
26829;25/05/2020 00:00;262000;9438V54285
26846;25/05/2020 00:00;148000;9473V1645
26848;25/05/2020 00:00;507500;9437G522
26866;25/05/2020 00:00;273000;9416Y463266
26877;25/05/2020 00:00;375000;9422AV8113
26906;25/05/2020 00:00;447000;9437E54103
26914;25/05/2020 00:00;220000;9476AI13912
27263;25/05/2020 00:00;341739,84;9456AB28111
27270;25/05/2020 00:00;260000;9474AD1813
27272;25/05/2020 00:00;330000;9460AO1719
27308;25/05/2020 00:00;204000;9444AC562713
27309;25/05/2020 00:00;198000;9444C52351
27310;25/05/2020 00:00;350000;9444AO18724
27675;25/05/2020 00:00;197000;9417H20477
27677;25/05/2020 00:00;147000;9417I75
27680;25/05/2020 00:00;526000;9452L14837
27685;25/05/2020 00:00;306000;9417AV14134
27710;25/05/2020 00:00;290000;9458Q141101
27715;25/05/2020 00:00;302580;9480R1318
27719;25/05/2020 00:00;605000;9452L4620
27737;25/05/2020 00:00;610000;9480Q4619
27764;25/05/2020 00:00;173000;9458P1139
27769;25/05/2020 00:00;280000;9458Z17019
27777;25/05/2020 00:00;349200;9480O787
27783;25/05/2020 00:00;580000;9480D19515
28423;25/05/2020 00:00;112736;95199AL4553
28471;25/05/2020 00:00;166000;95229AC4548
28723;25/05/2020 00:00;128000;95563BB4505
28737;25/05/2020 00:00;217000;95607BX67315
28746;25/05/2020 00:00;113000;95252AH296117
28749;25/05/2020 00:00;312000;95427AB7251
28751;25/05/2020 00:00;208000;95252AR16335
28755;25/05/2020 00:00;200000;95203AE57553
28759;25/05/2020 00:00;520000;95426AC5842
28761;25/05/2020 00:00;255000;95197AR53392
28767;25/05/2020 00:00;192000;95427AB924565
29034;25/05/2020 00:00;299000;9518BY41925
